variant_id,pattern_id,category,difficulty,speedup_clang_O3,speedup_clang_polly,min_speedup_across_regimes,resistant
AL-3_v002,AL-3,Algorithmic,hard,56.96,56.69,56.69,True
AL-3_v008,AL-3,Algorithmic,hard,79.8,77.72,77.72,True
AL-3_v010,AL-3,Algorithmic,hard,40.44,43.36,40.44,True
AL-3_v012,AL-3,Algorithmic,hard,48.77,46.65,46.65,True
AL-4_v000,AL-4,Algorithmic,hard,1314934.0,1649484.0,1314934.0,True
AL-3_v013,AL-3,Algorithmic,hard,65.42,57.77,57.77,True
AL-3_v009,AL-3,Algorithmic,hard,68.76,73.93,68.76,True
AL-4_v003,AL-4,Algorithmic,hard,670716.0,868025.0,670716.0,True
AL-3_v011,AL-3,Algorithmic,hard,81.25,66.2,66.2,True
AL-3_v014,AL-3,Algorithmic,hard,82.24,77.51,77.51,True
AL-4_v008,AL-4,Algorithmic,hard,334011.0,432046.0,334011.0,True
AL-4_v009,AL-4,Algorithmic,hard,339936.0,437699.0,339936.0,True
AL-4_v002,AL-4,Algorithmic,hard,2449790.0,3158430.0,2449790.0,True
AL-4_v006,AL-4,Algorithmic,hard,1302195.0,1672470.0,1302195.0,True
AL-4_v007,AL-4,Algorithmic,hard,1324595.0,1656773.0,1324595.0,True
AL-4_v004,AL-4,Algorithmic,hard,2652854.0,3321809.0,2652854.0,True
AL-4_v012,AL-4,Algorithmic,hard,626409.0,817681.0,626409.0,True
AL-4_v010,AL-4,Algorithmic,hard,1274757.0,1662353.0,1274757.0,True
CF-3_v000,CF-3,Control Flow,hard,3.12,2.61,2.61,True
AL-4_v014,AL-4,Algorithmic,hard,651673.0,809082.0,651673.0,True
AL-4_v011,AL-4,Algorithmic,hard,1324800.0,1653034.0,1324800.0,True
CF-3_v001,CF-3,Control Flow,hard,2.64,2.44,2.44,True
CF-3_v002,CF-3,Control Flow,hard,2.69,2.44,2.44,True
CF-3_v003,CF-3,Control Flow,hard,4.86,6.0,4.86,True
AL-4_v013,AL-4,Algorithmic,hard,1296063.0,1724972.0,1296063.0,True
AL-4_v001,AL-4,Algorithmic,hard,4974059.0,6538907.0,4974059.0,True
CF-3_v004,CF-3,Control Flow,hard,5.42,5.24,5.24,True
CF-3_v005,CF-3,Control Flow,hard,2.77,2.46,2.46,True
CF-3_v006,CF-3,Control Flow,hard,2.63,2.29,2.29,True
CF-3_v007,CF-3,Control Flow,hard,4.98,4.89,4.89,True
CF-3_v008,CF-3,Control Flow,hard,4.82,4.46,4.46,True
CF-3_v009,CF-3,Control Flow,hard,2.43,2.63,2.43,True
CF-3_v010,CF-3,Control Flow,hard,2.5,2.26,2.26,True
CF-3_v011,CF-3,Control Flow,hard,2.0,2.38,2.0,False
CF-3_v012,CF-3,Control Flow,hard,4.28,4.29,4.28,True
CF-3_v013,CF-3,Control Flow,hard,4.65,4.18,4.18,True
CF-3_v014,CF-3,Control Flow,hard,2.63,2.61,2.61,True
AL-4_v005,AL-4,Algorithmic,hard,5096196.0,6601511.0,5096196.0,True
CF-4_v000,CF-4,Control Flow,hard,4.72,4.53,4.53,True
CF-4_v001,CF-4,Control Flow,hard,4.21,4.56,4.21,True
CF-4_v002,CF-4,Control Flow,hard,2.4,2.48,2.4,True
CF-4_v003,CF-4,Control Flow,hard,2.85,3.03,2.85,True
CF-4_v004,CF-4,Control Flow,hard,2.26,2.96,2.26,True
CF-4_v005,CF-4,Control Flow,hard,2.39,1.36,1.36,False
CF-4_v006,CF-4,Control Flow,hard,2.36,2.39,2.36,True
CF-4_v007,CF-4,Control Flow,hard,4.56,4.3,4.3,True
CF-4_v008,CF-4,Control Flow,hard,4.45,4.38,4.38,True
CF-4_v009,CF-4,Control Flow,hard,2.2,2.46,2.2,True
CF-4_v010,CF-4,Control Flow,hard,4.86,4.29,4.29,True
CF-4_v011,CF-4,Control Flow,hard,2.36,2.57,2.36,True
CF-4_v012,CF-4,Control Flow,hard,2.44,2.42,2.42,True
CF-4_v013,CF-4,Control Flow,hard,4.52,4.51,4.51,True
CF-4_v014,CF-4,Control Flow,hard,2.29,2.55,2.29,True
COMP_v000,COMP,Composed,hard,4.04,2.57,2.57,True
COMP_v001,COMP,Composed,hard,2.74,2.55,2.55,True
COMP_v002,COMP,Composed,hard,143.0,200.3,143.0,True
COMP_v004,COMP,Composed,hard,15.72,12.62,12.62,True
COMP_v005,COMP,Composed,hard,146.96,145.01,145.01,True
COMP_v006,COMP,Composed,hard,121.42,64.1,64.1,True
COMP_v007,COMP,Composed,hard,274.51,283.9,274.51,True
COMP_v008,COMP,Composed,hard,146.14,173.77,146.14,True
COMP_v011,COMP,Composed,hard,106678.0,120970.0,106678.0,True
COMP_v010,COMP,Composed,hard,289.34,281.03,281.03,True
COMP_v014,COMP,Composed,hard,7.07,7.76,7.07,True
COMP_v015,COMP,Composed,hard,300.0,54.62,54.62,True
COMP_v012,COMP,Composed,hard,191.31,144.79,144.79,True
COMP_v013,COMP,Composed,hard,377.67,390.15,377.67,True
COMP_v016,COMP,Composed,hard,291.79,279.88,279.88,True
COMP_v019,COMP,Composed,hard,8.86,4.74,4.74,True
COMP_v020,COMP,Composed,hard,8.7,8.08,8.08,True
COMP_v022,COMP,Composed,hard,135.57,59.33,59.33,True
COMP_v018,COMP,Composed,hard,317.81,342.49,317.81,True
COMP_v023,COMP,Composed,hard,68.05,74.82,68.05,True
COMP_v024,COMP,Composed,hard,257.48,275.54,257.48,True
COMP_v026,COMP,Composed,hard,7.69,2.78,2.78,True
COMP_v025,COMP,Composed,hard,283.26,297.39,283.26,True
COMP_v028,COMP,Composed,hard,223.25,94.0,94.0,True
COMP_v027,COMP,Composed,hard,3774.79,3756.48,3756.48,True
COMP_v029,COMP,Composed,hard,47.86,28.75,28.75,True
COMP_v030,COMP,Composed,hard,408.01,410.81,408.01,True
COMP_v031,COMP,Composed,hard,3730.83,3746.44,3730.83,True
COMP_v032,COMP,Composed,hard,7.47,5.58,5.58,True
COMP_v033,COMP,Composed,hard,8.28,6.18,6.18,True
COMP_v034,COMP,Composed,hard,26.63,29.21,26.63,True
COMP_v035,COMP,Composed,hard,72.64,68.83,68.83,True
COMP_v036,COMP,Composed,hard,106.58,89.22,89.22,True
COMP_v037,COMP,Composed,hard,2974.0,3540.0,2974.0,True
COMP_v038,COMP,Composed,hard,48.29,29.19,29.19,True
COMP_v039,COMP,Composed,hard,246.8,278.52,246.8,True
COMP_v040,COMP,Composed,hard,97.25,101.0,97.25,True
COMP_v041,COMP,Composed,hard,47.55,34.03,34.03,True
COMP_v042,COMP,Composed,hard,98807.0,112799.0,98807.0,True
COMP_v044,COMP,Composed,hard,38.22,30.22,30.22,True
COMP_v043,COMP,Composed,hard,2555.34,3585.55,2555.34,True
COMP_v046,COMP,Composed,hard,282.0,59.29,59.29,True
COMP_v045,COMP,Composed,hard,95.83,93.71,93.71,True
COMP_v047,COMP,Composed,hard,107.37,46.09,46.09,True
COMP_v048,COMP,Composed,hard,670.9,795.38,670.9,True
COMP_v049,COMP,Composed,hard,2887.0,3788.0,2887.0,True
COMP_v051,COMP,Composed,hard,8.08,6.66,6.66,True
COMP_v050,COMP,Composed,hard,280.49,273.28,273.28,True
COMP_v052,COMP,Composed,hard,766.39,277.36,277.36,True
COMP_v054,COMP,Composed,hard,75.72,84.22,75.72,True
COMP_v053,COMP,Composed,hard,405.88,284.33,284.33,True
COMP_v056,COMP,Composed,hard,2.82,2.82,2.82,True
COMP_v055,COMP,Composed,hard,320.98,334.61,320.98,True
COMP_v057,COMP,Composed,hard,7.67,8.06,7.67,True
COMP_v059,COMP,Composed,hard,47.54,23.25,23.25,True
COMP_v060,COMP,Composed,hard,279.43,279.49,279.43,True
COMP_v062,COMP,Composed,hard,15.75,15.36,15.36,True
COMP_v061,COMP,Composed,hard,235.35,288.27,235.35,True
COMP_v063,COMP,Composed,hard,50.93,50.84,50.84,True
COMP_v064,COMP,Composed,hard,376.37,375.66,375.66,True
COMP_v065,COMP,Composed,hard,420.68,408.22,408.22,True
COMP_v066,COMP,Composed,hard,16.44,38.57,16.44,True
COMP_v067,COMP,Composed,hard,3766.62,1235.94,1235.94,True
COMP_v068,COMP,Composed,hard,78.92,76.68,76.68,True
COMP_v070,COMP,Composed,hard,49.04,32.06,32.06,True
COMP_v071,COMP,Composed,hard,277.33,71.33,71.33,True
COMP_v072,COMP,Composed,hard,26.01,49.8,26.01,True
COMP_v073,COMP,Composed,hard,2.68,2.69,2.68,True
COMP_v074,COMP,Composed,hard,1741.5,3490.0,1741.5,True
COMP_v075,COMP,Composed,hard,1403.5,3656.0,1403.5,True
COMP_v076,COMP,Composed,hard,8.37,2.27,2.27,True
COMP_v078,COMP,Composed,hard,12.86,9.14,9.14,True
COMP_v079,COMP,Composed,hard,197.0,151.5,151.5,True
COMP_v077,COMP,Composed,hard,13.24,6.0,6.0,True
COMP_v080,COMP,Composed,hard,379.94,171.49,171.49,True
COMP_v081,COMP,Composed,hard,94650.0,116742.0,94650.0,True
COMP_v082,COMP,Composed,hard,42.38,56.34,42.38,True
COMP_v084,COMP,Composed,hard,48.34,55.64,48.34,True
COMP_v085,COMP,Composed,hard,48.94,33.46,33.46,True
COMP_v086,COMP,Composed,hard,124.88,135.53,124.88,True
COMP_v087,COMP,Composed,hard,45.84,29.96,29.96,True
COMP_v088,COMP,Composed,hard,35.97,32.03,32.03,True
COMP_v089,COMP,Composed,hard,10.28,10.25,10.25,True
COMP_v090,COMP,Composed,hard,81.5,91.77,81.5,True
COMP_v091,COMP,Composed,hard,3.12,5.13,3.12,True
COMP_v092,COMP,Composed,hard,7.63,10.49,7.63,True
COMP_v093,COMP,Composed,hard,2.58,2.94,2.58,True
COMP_v094,COMP,Composed,hard,7.78,1.99,1.99,False
COMP_v095,COMP,Composed,hard,7.29,8.69,7.29,True
COMP_v096,COMP,Composed,hard,5.8,9.22,5.8,True
COMP_v097,COMP,Composed,hard,49.39,30.57,30.57,True
COMP_v098,COMP,Composed,hard,173.64,167.79,167.79,True
COMP_v099,COMP,Composed,hard,5.03,5.14,5.03,True
COMP_v102,COMP,Composed,hard,38.52,35.33,35.33,True
COMP_v100,COMP,Composed,hard,330.46,342.82,330.46,True
COMP_v104,COMP,Composed,hard,10.29,10.05,10.05,True
COMP_v105,COMP,Composed,hard,130.0,57.27,57.27,True
COMP_v106,COMP,Composed,hard,47.45,31.21,31.21,True
COMP_v101,COMP,Composed,hard,460.56,461.73,460.56,True
COMP_v107,COMP,Composed,hard,981.33,1884.0,981.33,True
COMP_v103,COMP,Composed,hard,411.43,445.6,411.43,True
COMP_v108,COMP,Composed,hard,299.0,64.0,64.0,True
COMP_v109,COMP,Composed,hard,24.32,43.19,24.32,True
COMP_v110,COMP,Composed,hard,154.0,53.13,53.13,True
COMP_v111,COMP,Composed,hard,8.75,12.24,8.75,True
COMP_v112,COMP,Composed,hard,13.38,14.6,13.38,True
COMP_v113,COMP,Composed,hard,348.47,269.47,269.47,True
COMP_v114,COMP,Composed,hard,9.2,9.13,9.13,True
COMP_v115,COMP,Composed,hard,74.51,67.08,67.08,True
COMP_v116,COMP,Composed,hard,151.17,54.82,54.82,True
COMP_v117,COMP,Composed,hard,8.14,7.95,7.95,True
COMP_v119,COMP,Composed,hard,1687.0,1957.0,1687.0,True
COMP_v118,COMP,Composed,hard,3757.12,3354.88,3354.88,True
COMP_v120,COMP,Composed,hard,72.2,55.25,55.25,True
COMP_v122,COMP,Composed,hard,2.74,10.77,2.74,True
COMP_v124,COMP,Composed,hard,6.52,1.5,1.5,False
COMP_v123,COMP,Composed,hard,216.43,303.51,216.43,True
COMP_v125,COMP,Composed,hard,422.5,57.8,57.8,True
COMP_v126,COMP,Composed,hard,2742.0,3696.0,2742.0,True
COMP_v127,COMP,Composed,hard,347.18,215.67,215.67,True
COMP_v128,COMP,Composed,hard,438.09,295.66,295.66,True
COMP_v129,COMP,Composed,hard,112015.0,126486.0,112015.0,True
COMP_v130,COMP,Composed,hard,255.0,77.0,77.0,True
COMP_v131,COMP,Composed,hard,9.4,8.24,8.24,True
COMP_v132,COMP,Composed,hard,147.67,30.62,30.62,True
COMP_v134,COMP,Composed,hard,3.13,3.59,3.13,True
COMP_v133,COMP,Composed,hard,216.6,238.9,216.6,True
COMP_v135,COMP,Composed,hard,125.33,41.91,41.91,True
COMP_v136,COMP,Composed,hard,167.21,35.41,35.41,True
COMP_v137,COMP,Composed,hard,112298.0,128060.0,112298.0,True
COMP_v138,COMP,Composed,hard,5.49,5.43,5.43,True
COMP_v139,COMP,Composed,hard,164.62,146.79,146.79,True
COMP_v141,COMP,Composed,hard,14.72,18.44,14.72,True
COMP_v140,COMP,Composed,hard,10.5,5.59,5.59,True
COMP_v142,COMP,Composed,hard,12.44,9.19,9.19,True
COMP_v143,COMP,Composed,hard,194.45,73.57,73.57,True
COMP_v144,COMP,Composed,hard,31.76,39.13,31.76,True
COMP_v145,COMP,Composed,hard,197.8,214.9,197.8,True
COMP_v146,COMP,Composed,hard,10.79,8.06,8.06,True
COMP_v147,COMP,Composed,hard,47.13,49.68,47.13,True
COMP_v148,COMP,Composed,hard,6.99,1.91,1.91,False
COMP_v149,COMP,Composed,hard,10.93,10.69,10.69,True
COMP_v150,COMP,Composed,hard,123.65,67.29,67.29,True
COMP_v152,COMP,Composed,hard,2.88,2.57,2.57,True
COMP_v153,COMP,Composed,hard,35.83,51.41,35.83,True
COMP_v154,COMP,Composed,hard,1038.33,1845.5,1038.33,True
COMP_v151,COMP,Composed,hard,247.23,330.14,247.23,True
COMP_v155,COMP,Composed,hard,290.55,276.52,276.52,True
COMP_v156,COMP,Composed,hard,106831.0,129877.0,106831.0,True
COMP_v160,COMP,Composed,hard,96.05,64.43,64.43,True
COMP_v161,COMP,Composed,hard,4.79,4.6,4.6,True
COMP_v157,COMP,Composed,hard,382.44,402.84,382.44,True
COMP_v158,COMP,Composed,hard,319.65,366.99,319.65,True
COMP_v163,COMP,Composed,hard,209.2,195.36,195.36,True
COMP_v159,COMP,Composed,hard,187.8,206.33,187.8,True
COMP_v162,COMP,Composed,hard,264.42,279.98,264.42,True
COMP_v164,COMP,Composed,hard,115.5,96.04,96.04,True
COMP_v166,COMP,Composed,hard,3145.0,3878.0,3145.0,True
COMP_v167,COMP,Composed,hard,25.62,30.36,25.62,True
COMP_v169,COMP,Composed,hard,142.64,182.45,142.64,True
COMP_v168,COMP,Composed,hard,94.1,95.59,94.1,True
COMP_v171,COMP,Composed,hard,77.79,32.15,32.15,True
COMP_v172,COMP,Composed,hard,4.63,3.8,3.8,True
COMP_v173,COMP,Composed,hard,11.81,11.32,11.32,True
COMP_v170,COMP,Composed,hard,202.67,217.34,202.67,True
COMP_v174,COMP,Composed,hard,108.15,142.22,108.15,True
COMP_v176,COMP,Composed,hard,63.82,56.92,56.92,True
COMP_v177,COMP,Composed,hard,72.85,71.54,71.54,True
COMP_v179,COMP,Composed,hard,194.55,224.5,194.55,True
COMP_v175,COMP,Composed,hard,222.17,218.29,218.29,True
COMP_v178,COMP,Composed,hard,90.83,92.68,90.83,True
COMP_v180,COMP,Composed,hard,100844.0,123512.0,100844.0,True
COMP_v182,COMP,Composed,hard,9.24,9.16,9.16,True
COMP_v181,COMP,Composed,hard,187.72,215.26,187.72,True
COMP_v183,COMP,Composed,hard,12.97,11.39,11.39,True
COMP_v184,COMP,Composed,hard,8.15,2.56,2.56,True
COMP_v186,COMP,Composed,hard,146.94,142.53,142.53,True
COMP_v185,COMP,Composed,hard,1420.96,3233.49,1420.96,True
COMP_v187,COMP,Composed,hard,7.81,6.58,6.58,True
COMP_v188,COMP,Composed,hard,1146.35,3310.18,1146.35,True
COMP_v191,COMP,Composed,hard,8.87,2.57,2.57,True
COMP_v189,COMP,Composed,hard,321.76,324.76,321.76,True
COMP_v192,COMP,Composed,hard,2802.0,1906.0,1906.0,True
COMP_v193,COMP,Composed,hard,83.85,81.1,81.1,True
COMP_v196,COMP,Composed,hard,8.22,2.69,2.69,True
COMP_v194,COMP,Composed,hard,234.62,292.94,234.62,True
COMP_v195,COMP,Composed,hard,38.45,26.49,26.49,True
COMP_v197,COMP,Composed,hard,868.59,446.79,446.79,True
COMP_v199,COMP,Composed,hard,367.7,207.31,207.31,True
COMP_v200,COMP,Composed,hard,8.31,7.15,7.15,True
COMP_v198,COMP,Composed,hard,101.6,94.65,94.65,True
COMP_v201,COMP,Composed,hard,8.21,3.07,3.07,True
COMP_v202,COMP,Composed,hard,5.44,5.0,5.0,True
COMP_v203,COMP,Composed,hard,106155.0,96260.0,96260.0,True
COMP_v204,COMP,Composed,hard,14.67,15.65,14.67,True
COMP_v205,COMP,Composed,hard,4.87,4.82,4.82,True
COMP_v206,COMP,Composed,hard,2706.0,1226.67,1226.67,True
COMP_v207,COMP,Composed,hard,5.24,6.0,5.24,True
COMP_v208,COMP,Composed,hard,52.53,52.0,52.0,True
COMP_v209,COMP,Composed,hard,7.6,7.37,7.37,True
COMP_v210,COMP,Composed,hard,278.33,83.6,83.6,True
COMP_v211,COMP,Composed,hard,164.2,131.19,131.19,True
COMP_v212,COMP,Composed,hard,167.08,203.7,167.08,True
COMP_v213,COMP,Composed,hard,260.8,287.49,260.8,True
COMP_v215,COMP,Composed,hard,8.99,4.99,4.99,True
COMP_v216,COMP,Composed,hard,194.45,159.92,159.92,True
COMP_v217,COMP,Composed,hard,6.97,1.71,1.71,False
COMP_v218,COMP,Composed,hard,187.45,199.8,187.45,True
COMP_v219,COMP,Composed,hard,14.24,13.61,13.61,True
COMP_v220,COMP,Composed,hard,8.82,6.36,6.36,True
COMP_v214,COMP,Composed,hard,362.14,406.96,362.14,True
COMP_v221,COMP,Composed,hard,47.52,53.53,47.52,True
COMP_v222,COMP,Composed,hard,6.89,6.18,6.18,True
COMP_v223,COMP,Composed,hard,105766.0,101897.0,101897.0,True
COMP_v224,COMP,Composed,hard,7.76,2.97,2.97,True
COMP_v225,COMP,Composed,hard,32.04,31.82,31.82,True
COMP_v226,COMP,Composed,hard,275.67,54.6,54.6,True
COMP_v227,COMP,Composed,hard,31.59,36.51,31.59,True
COMP_v228,COMP,Composed,hard,98763.0,112331.0,98763.0,True
COMP_v233,COMP,Composed,hard,9.14,9.59,9.14,True
COMP_v229,COMP,Composed,hard,90.18,72.87,72.87,True
COMP_v232,COMP,Composed,hard,377.15,383.02,377.15,True
COMP_v234,COMP,Composed,hard,132.29,142.8,132.29,True
COMP_v235,COMP,Composed,hard,296.33,76.17,76.17,True
COMP_v230,COMP,Composed,hard,320.62,349.35,320.62,True
COMP_v236,COMP,Composed,hard,8.16,7.23,7.23,True
COMP_v231,COMP,Composed,hard,440.66,412.92,412.92,True
COMP_v237,COMP,Composed,hard,7.2,3.25,3.25,True
COMP_v238,COMP,Composed,hard,29.25,31.91,29.25,True
COMP_v239,COMP,Composed,hard,181.91,199.4,181.91,True
COMP_v242,COMP,Composed,hard,2.59,3.82,2.59,True
COMP_v241,COMP,Composed,hard,10.11,10.31,10.11,True
COMP_v243,COMP,Composed,hard,14.19,13.63,13.63,True
COMP_v240,COMP,Composed,hard,13.29,5.64,5.64,True
COMP_v244,COMP,Composed,hard,238.91,268.7,238.91,True
COMP_v245,COMP,Composed,hard,7.52,2.61,2.61,True
COMP_v246,COMP,Composed,hard,7.6,7.39,7.39,True
COMP_v247,COMP,Composed,hard,98717.0,117586.0,98717.0,True
COMP_v248,COMP,Composed,hard,99731.0,113797.0,99731.0,True
COMP_v249,COMP,Composed,hard,50.58,54.61,50.58,True
COMP_v251,COMP,Composed,hard,77.75,77.29,77.29,True
COMP_v252,COMP,Composed,hard,31.12,24.65,24.65,True
COMP_v250,COMP,Composed,hard,212.77,203.13,203.13,True
COMP_v253,COMP,Composed,hard,8.56,7.56,7.56,True
COMP_v254,COMP,Composed,hard,3.17,1.96,1.96,False
COMP_v256,COMP,Composed,hard,10.93,9.26,9.26,True
COMP_v255,COMP,Composed,hard,90.78,94.36,90.78,True
COMP_v257,COMP,Composed,hard,95.75,82.4,82.4,True
COMP_v258,COMP,Composed,hard,2796.0,3826.0,2796.0,True
COMP_v259,COMP,Composed,hard,76.82,73.7,73.7,True
COMP_v260,COMP,Composed,hard,116.2,103.0,103.0,True
COMP_v261,COMP,Composed,hard,2739.0,3522.0,2739.0,True
COMP_v262,COMP,Composed,hard,5.63,3.38,3.38,True
COMP_v265,COMP,Composed,hard,199.4,178.45,178.45,True
COMP_v266,COMP,Composed,hard,99556.0,119149.0,99556.0,True
COMP_v263,COMP,Composed,hard,199.54,207.7,199.54,True
COMP_v268,COMP,Composed,hard,2.79,2.52,2.52,True
COMP_v267,COMP,Composed,hard,270.09,288.44,270.09,True
COMP_v269,COMP,Composed,hard,4.81,5.7,4.81,True
COMP_v270,COMP,Composed,hard,9.89,9.99,9.89,True
COMP_v271,COMP,Composed,hard,110934.0,118882.0,110934.0,True
COMP_v273,COMP,Composed,hard,34.28,39.11,34.28,True
COMP_v272,COMP,Composed,hard,345.63,340.3,340.3,True
COMP_v274,COMP,Composed,hard,108717.0,111705.0,108717.0,True
COMP_v276,COMP,Composed,hard,7.62,10.59,7.62,True
COMP_v277,COMP,Composed,hard,112539.0,110101.0,110101.0,True
COMP_v278,COMP,Composed,hard,1596.0,1859.0,1596.0,True
COMP_v279,COMP,Composed,hard,28.75,28.29,28.29,True
COMP_v275,COMP,Composed,hard,433.26,195.53,195.53,True
COMP_v280,COMP,Composed,hard,54.36,48.92,48.92,True
COMP_v281,COMP,Composed,hard,136.57,53.81,53.81,True
COMP_v282,COMP,Composed,hard,3.99,4.15,3.99,True
COMP_v284,COMP,Composed,hard,1053.33,3884.0,1053.33,True
COMP_v285,COMP,Composed,hard,300.67,58.67,58.67,True
COMP_v286,COMP,Composed,hard,142.89,155.67,142.89,True
COMP_v283,COMP,Composed,hard,11.74,5.76,5.76,True
COMP_v288,COMP,Composed,hard,1399.0,3830.0,1399.0,True
COMP_v287,COMP,Composed,hard,77.78,96.71,77.78,True
COMP_v289,COMP,Composed,hard,7.7,4.73,4.73,True
COMP_v290,COMP,Composed,hard,9.96,8.41,8.41,True
COMP_v291,COMP,Composed,hard,8.13,7.42,7.42,True
COMP_v293,COMP,Composed,hard,2.6,2.94,2.6,True
COMP_v292,COMP,Composed,hard,95.19,94.79,94.79,True
COMP_v294,COMP,Composed,hard,184.0,119.73,119.73,True
COMP_v296,COMP,Composed,hard,34.78,35.23,34.78,True
COMP_v295,COMP,Composed,hard,2148.38,3668.54,2148.38,True
COMP_v297,COMP,Composed,hard,8.09,7.68,7.68,True
COMP_v298,COMP,Composed,hard,549.26,655.28,549.26,True
COMP_v300,COMP,Composed,hard,47.44,39.93,39.93,True
COMP_v299,COMP,Composed,hard,282.67,289.1,282.67,True
COMP_v301,COMP,Composed,hard,111.7,108.09,108.09,True
COMP_v302,COMP,Composed,hard,3.33,5.55,3.33,True
COMP_v303,COMP,Composed,hard,134.07,133.73,133.73,True
COMP_v305,COMP,Composed,hard,47.46,36.33,36.33,True
COMP_v304,COMP,Composed,hard,95.75,101.57,95.75,True
COMP_v306,COMP,Composed,hard,292.06,293.4,292.06,True
COMP_v308,COMP,Composed,hard,41.22,46.77,41.22,True
COMP_v309,COMP,Composed,hard,181.56,241.6,181.56,True
COMP_v310,COMP,Composed,hard,87.4,86.33,86.33,True
COMP_v307,COMP,Composed,hard,232.37,214.23,214.23,True
COMP_v311,COMP,Composed,hard,281.33,59.75,59.75,True
COMP_v312,COMP,Composed,hard,444.16,505.11,444.16,True
COMP_v313,COMP,Composed,hard,122.62,61.16,61.16,True
COMP_v316,COMP,Composed,hard,157.0,60.06,60.06,True
COMP_v314,COMP,Composed,hard,311.75,398.15,311.75,True
COMP_v317,COMP,Composed,hard,3408.0,4359.0,3408.0,True
COMP_v318,COMP,Composed,hard,370.16,482.42,370.16,True
COMP_v319,COMP,Composed,hard,106565.0,140884.0,106565.0,True
COMP_v320,COMP,Composed,hard,58.1,99.63,58.1,True
COMP_v321,COMP,Composed,hard,3733.95,1989.39,1989.39,True
COMP_v322,COMP,Composed,hard,9.27,7.77,7.77,True
COMP_v323,COMP,Composed,hard,10.16,9.48,9.48,True
COMP_v325,COMP,Composed,hard,10.93,8.02,8.02,True
COMP_v326,COMP,Composed,hard,2.91,2.61,2.61,True
COMP_v328,COMP,Composed,hard,53.38,31.87,31.87,True
COMP_v324,COMP,Composed,hard,365.53,302.84,302.84,True
COMP_v329,COMP,Composed,hard,10.16,11.13,10.16,True
COMP_v330,COMP,Composed,hard,564.32,225.15,225.15,True
COMP_v327,COMP,Composed,hard,11.98,6.13,6.13,True
COMP_v331,COMP,Composed,hard,115463.0,125720.0,115463.0,True
